Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
4784966079,KKA3901,NY,PAS,06/29/2022,36,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,0813P,,BK,,,NB GERRITSEN AVE @ J,IMMY QUINN WAY,0,1180,B,T,,,,GY,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4024933875,KUX4947,NY,PAS,07/01/2022,5,PICK,DODGE,V,0,0,0,0,,0,0,0,,,1112A,,QN,,,EB JAMAICA AVE @ SUT,PHIN BLVD,0,1111,C,T,,,,GY,,2005,,0,,BUS LANE VIOLATION,,,
1482673460,KYK6378,PA,PAS,06/15/2022,98,SUBN,TOYOT,P,7230,19030,15780,0,62.0,62,62,934263,0062,0.0,1015A,,K,F,8717,21 AVE,,0,408,F1,,BBBBBBB,ALL,ALL,GY,0.0,0,-,0,,,,,
4785950020,KVZ2279,NY,PAS,07/07/2022,36,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0437P,,QN,,,NB WOODHAVEN BLVD @,88TH AVE,0,1180,B,T,,,,WH,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4785984971,KGH8624,NY,PAS,07/07/2022,36,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0845P,,BK,,,WB PARKSIDE AVE @ PA,RADE PL,0,1180,B,T,,,,WH,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4786192995,KEN2711,NY,PAS,07/06/2022,36,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0942P,,BK,,,SB EASTERN PKWY @ TR,UXTON ST,0,1180,B,T,,,,GY,,2020,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4784744277,GPD3439,NY,PAS,06/28/2022,36,SUBN,PORSC,V,0,0,0,0,,0,0,0,,,0457P,,BX,,,SB BAYCHESTER AVE @,CRAWFORD AVE,0,1180,B,T,,,,GY,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4785769634,KGD5785,NY,PAS,07/06/2022,36,SUBN,HONDA,V,0,13495,0,0,,0,0,0,,,1152A,,QN,,,WB QUEENS BLVD @ 66T,H RD,0,1180,B,T,,,,BK,,2020,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4786066588,JHU6405,NY,PAS,07/05/2022,36,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,1211P,,QN,,,NB 58TH ST @ 47TH AV,E,0,1180,B,T,,,,RD,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4784734399,KME4596,NY,PAS,06/28/2022,36,PICK,CHEVR,V,0,0,0,0,,0,0,0,,,0348P,,BK,,,NB CROPSEY AVE @ BAY,47TH ST,0,1180,B,T,,,,GY,,2002,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4785924949,HPZ2888,NY,PAS,07/07/2022,36,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0153P,,QN,,,EB BAYSIDE AVE @ 148,TH ST,0,1180,B,T,,,,GY,,2006,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4784728107,KNX7149,NY,PAS,06/28/2022,36,SUBN,ROVER,V,0,0,0,0,,0,0,0,,,0310P,,QN,,,NB WOODHAVEN BLVD @,UNION TPKE,0,1180,B,T,,,,WH,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4785991458,KVW2319,NY,PAS,07/07/2022,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0952P,,BK,,,NB 14TH AVE @ 49TH S,T,0,1180,B,T,,,,BK,,2022,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4024919647,KHG7404,NY,PAS,06/30/2022,5,SUBN,JEEP,V,0,50750,0,0,,0,0,0,,,0412P,,QN,,,SB WOODHAVEN BLVD @,METROPOLITAN AVE,0,1111,C,T,,,,GY,,2021,,0,,BUS LANE VIOLATION,,,
4785696011,HCC9135,NY,PAS,06/30/2022,36,SUBN,ME/BE,V,0,0,0,0,,0,0,0,,,0829P,,MN,,,WB W 145TH ST @ ADAM,CLAYTON POWELL JR B,0,1180,B,T,,,,BK,,2022,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4024862248,HYB1474,NY,PAS,06/27/2022,5,SUBN,BMW,V,0,0,0,0,,0,0,0,,,0257P,,BK,,,SB JAY ST @ JOHNSON,ST,0,1111,C,T,,,,BK,,2011,,0,,BUS LANE VIOLATION,,,
4785968886,KGR5042,NY,PAS,07/07/2022,36,SUBN,MINI,V,0,0,0,0,,0,0,0,,,0650P,,BK,,,WB ATLANTIC AVE @ CL,ERMONT AVE,0,1180,B,T,,,,BR,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4784679571,KEJ5905,NY,PAS,06/28/2022,36,SUBN,GMC,V,0,0,0,0,,0,0,0,,,0926A,,BK,,,WB N. CONDUIT BLVD @,76TH ST,0,1180,B,T,,,,BK,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
2001572438,KKX8556,NY,PAS,07/02/2022,67,4DSD,ACURA,S,0,0,0,0,75.0,75,0,0,KKSP,,0926A,00000,Kings,,,W/S of BRADFORD STRE,ET 3' S/O DUMONT AVE,0,408,f7,,,,,BK,,0,,0,,Pedestrian Ramp,,,
4786007456,JNA6587,NY,PAS,07/08/2022,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0754A,,QN,,,EB S CONDUIT AVE @ S,PRINGFIELD BLVD,0,1180,B,T,,,,RD,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4024744653,KVY5976,NY,PAS,06/21/2022,5,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0346P,,MN,,,NB 1ST AVE @ E 23RD,ST,0,1111,C,T,,,,BR,,2013,,0,,BUS LANE VIOLATION,,,
4024580840,KSV6051,NY,PAS,06/13/2022,5,VAN,FORD,V,0,0,0,0,,0,0,0,,,0347P,,BX,,,SB WEBSTER AVE @ ITT,NER PL,0,1111,C,T,,,,WH,,2005,,0,,BUS LANE VIOLATION,,,
1487614536,HWT3697,NY,PAS,06/21/2022,40,SDN,NISSA,P,14090,14740,38690,20231123,104.0,104,104,963361,0104,0.0,0247A,,Q,F,70-23,67 PLACE,,0,408,E2,,BBBBBBB,ALL,ALL,BLUE,0.0,2020,-,0,,,,,
4785835370,KVC7221,NY,PAS,07/01/2022,36,4DSD,ME/BE,V,0,0,0,0,,0,0,0,,,0914P,,QN,,,SB WOODHAVEN BLVD @,FURMANVILLE AVE,0,1180,B,T,,,,GY,,2011,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
2006714399,HWA9951,NY,PAS,07/13/2022,21,SUBN,NISSA,S,5580,5080,5230,20231031,78.0,78,0,0,QW01,,0747A,00000,Kings,F,283,5 AVENUE,,0,408,d1,,YYYYYY,0730A,0800A,BK,,2019,,0,,No Parking Street Cleaning,,,
2006747149,KLY7789,NY,PAS,07/12/2022,21,SUBN,SUBAR,S,36750,11710,13610,20230519,30.0,30,0,635788,MN09,,0824A,00000,NY,F,500,WEST 149 STREET,,0,408,d1,,Y  Y,0800A,0930A,GY,,2003,,0,,No Parking Street Cleaning,,,
2006970148,KKF4043,NY,PAS,07/09/2022,21,4DSD,HONDA,S,10910,37630,37650,20230402,34.0,34,0,903530,MN12,,0706A,00000,NY,F,3817,9 AVENUE,,0,408,d1,,Y,0600A,0730A,GY,,2017,,0,,No Parking Street Cleaning,,,
2007049570,GTW4136,NY,PAS,07/21/2022,21,SUBN,JEEP,S,8320,72620,10620,20220919,49.0,49,0,695292,BX11,,0754A,00000,Bronx,F,784,ALLERTON AVENUE,,0,408,d1,,,0730A,0800A,GY,,2017,,0,,No Parking Street Cleaning,,,
4785986426,JFP9328,NY,PAS,07/07/2022,36,SUBN,LEXUS,V,17330,40404,40404,0,,0,0,0,,,0858P,,BK,,,NB E 17TH ST @ AVE Y,,0,1180,B,T,,,,GY,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4785822442,HEJ8757,NY,PAS,07/01/2022,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0459P,,ST,,,NB RICHMOND AVE @ OA,KDALE ST,0,1180,B,T,,,,BK,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4784870143,JJK4059,NY,PAS,06/29/2022,36,SUBN,HONDA,V,10210,40404,40404,0,,0,0,0,,,0819A,,BK,,,NB 3RD AVE @ 41ST ST,,0,1180,B,T,,,,BK,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
2006909824,JGV9720,NY,PAS,07/19/2022,21,PICK,FORD,S,0,0,0,20230319,72.0,72,0,685742,KS07,,0206A,00000,Kings,,,E/S of 5 AVENUE 25',N/O 25 STREET,0,408,d1,,Y  Y,1200A,0300A,WH,,2019,,0,,No Parking Street Cleaning,,,
4024616006,JAZ1888,NY,PAS,06/15/2022,5,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,0352P,,MN,,,SB 2ND AVE @ E 116TH,ST,0,1111,C,T,,,,GY,,2001,,0,,BUS LANE VIOLATION,,,
4785910999,JAD4411,NY,PAS,07/07/2022,36,SUBN,DODGE,V,0,0,0,0,,0,0,0,,,1224P,,ST,,,SB GIFFORDS LN @ GIB,SON AVE,0,1180,B,T,,,,BK,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
2005931287,GHR6597,NY,PAS,07/20/2022,21,SUBN,ACURA,S,51090,21890,21940,20240217,102.0,102,0,648991,QW09,,0749A,00000,Qns,F,130-01,JAMAICA AVENUE,,0,408,d1,,,0730A,0800A,BK,,2022,,0,,No Parking Street Cleaning,,,
4784997258,M75MZC,NJ,PAS,06/24/2022,36,SD,BMW,V,0,0,0,0,,0,0,0,,,0915P,,QN,,,EB HOLLIS AVE @ 217T,H ST,0,1180,B,T,,,,,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4784603270,KHN5680,NY,PAS,06/22/2022,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0855P,,BK,,,SB CYPRESS HILLS ST,@ JAMAICA AVE,0,1180,B,T,,,,WH,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4784698474,JBZ8883,NY,PAS,06/28/2022,36,SUBN,CHRYS,V,0,0,0,0,,0,0,0,,,1149A,,QN,,,WB SEAGIRT BLVD @ B,31ST ST,0,1180,B,T,,,,GY,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
2006817383,LXR9513,PA,PAS,07/21/2022,21,4DSD,HYUND,S,54930,73690,67030,0,71.0,71,0,586277,KN16,,0959A,00000,Kings,F,271,LEFFERTS AVENUE,,0,408,d1,,Y  Y,0930A,1100A,RD,,0,,0,,No Parking Street Cleaning,,,
4784897562,HTS2598,NY,PAS,06/29/2022,36,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,1141A,,QN,,,WB SEAGIRT BLVD @ B,11TH ST,0,1180,B,T,,,,BK,,2020,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4024900560,KGX4792,NY,PAS,06/29/2022,5,SUBN,BMW,V,0,0,0,0,,0,0,0,,,0347P,,MN,,,EB W 181ST ST @ WADS,WORTH AVE,0,1111,C,T,,,,GY,,2020,,0,,BUS LANE VIOLATION,,,
4785780782,JAD5155,NY,PAS,07/06/2022,36,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0104P,,QN,,,EB ASTORIA BLVD @ 11,0TH ST,0,1180,B,T,,,,BK,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
2006938897,KNC5376,PA,PAS,07/19/2022,21,SUBN,ROVER,S,13430,45030,26730,0,88.0,88,0,0,KNBO,,0149A,00000,Kings,F,1006,ATLANTIC AVENUE,,0,408,d1,,Y Y Y,1200A,0300A,GR,,0,,0,,No Parking Street Cleaning,,,
4024909198,JEG6635,NY,PAS,06/30/2022,5,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0747A,,QN,,,NB MAIN ST @ 39TH AV,E,0,1111,C,T,,,,LTBL,,2006,,0,,BUS LANE VIOLATION,,,
4784608205,HND5596,NY,PAS,06/23/2022,36,4DSD,ME/BE,V,0,0,0,0,,0,0,0,,,0743A,,MN,,,WB SOUTH ST @ PIKE S,LIP,0,1180,B,T,,,,BK,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
2006926020,KSU5565,NY,PAS,07/07/2022,21,4DSD,LEXUS,S,19330,10010,29090,20231007,25.0,25,0,625169,MN11,,1208P,00000,NY,O,406,EAST 119 STREET,,0,408,d1,,Y  Y,1130A,0100A,GY,,2008,,0,,No Parking Street Cleaning,,,
2006687141,KSU5454,NY,PAS,07/08/2022,21,4DSD,HONDA,S,0,0,0,20230921,76.0,76,0,667980,KS06,,1003A,00000,Kings,,,E/S of HOYT STREET 2,0' N/O BALTIC STREET,0,408,d1,,Y,0930A,1100A,GY,,2007,,0,,No Parking Street Cleaning,,,
1487834860,K64KWH,NJ,PAS,07/09/2022,20,SUBN,HONDA,P,55960,12550,12550,0,45.0,45,163,951192,0163,0.0,0114P,,BX,F,1,ORCHARD BEACH RD,,0,408,D,,BBBBBBB,ALL,ALL,BL,0.0,2021,-,0,,,,,
4786054185,KRH3492,NY,PAS,07/01/2022,36,4DSD,ME/BE,V,0,0,0,0,,0,0,0,,,0739P,,QN,,,EB ASTORIA BLVD S @,44TH ST,0,1180,B,T,,,,BK,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4784830236,KMM9863,NY,PAS,06/24/2022,36,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0930P,,BX,,,NB BOSTON RD @ RADCL,IFF AVE,0,1180,B,T,,,,BK,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4024847922,KUU5920,NY,PAS,06/26/2022,5,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0325P,,MN,,,WB W 125TH ST @ ST N,ICHOLAS AVE,0,1111,C,T,,,,WH,,2013,,0,,BUS LANE VIOLATION,,,
1488292127,JRS4490,NY,PAS,06/30/2022,14,SUBN,VOLVO,P,1039,11110,11110,20240315,10.0,10,0,935491,0000,0.0,1120A,1110A,,F,30,HUDSON YARDS,,0,408,F1,,YBBBBBB,ALL,ALL,BK,0.0,0,-,0,,,,,
4785754825,KXJ6156,NY,PAS,07/06/2022,36,SUBN,FORD,V,0,0,0,0,,0,0,0,,,1013A,,QN,,,EB QUEENS BLVD @ 71S,T RD,0,1180,B,T,,,,WH,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
2006996526,HSZ3459,NY,PAS,07/08/2022,21,SUBN,KIA,S,23130,73380,65130,20230803,73.0,73,0,0,KN16,,1139A,00000,Kings,F,445,BRISTOL STREET,,0,408,d1,,Y  Y,1130A,0100P,BK,,2019,,0,,No Parking Street Cleaning,,,
2006484588,GUJ3303,NY,PAS,07/05/2022,21,4DSD,TOYOT,S,52120,26970,29620,20230102,46.0,46,0,685751,BX05,,0946A,00000,Bronx,F,1910,MORRIS AVENUE,,0,408,d1,,Y  Y,0930A,1100A,GY,,0,,0,,No Parking Street Cleaning,,,
4785008696,H89LXB,NJ,PAS,06/27/2022,36,UT,LEXUS,V,0,0,0,0,,0,0,0,,,0114P,,MN,,,NB AVE OF THE AMERIC,AS @ WATTS ST,0,1180,B,T,,,,,,2006,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
2006532364,LBY0579,PA,PAS,07/08/2022,21,4DSD,AUDI,S,90630,20600,14830,0,61.0,61,0,527687,KS15,,0937A,00000,Kings,O,2484,WEST 3 STREET,,0,408,d1,,Y,0930A,1100A,BK,,0,,0,,No Parking Street Cleaning,,,
2006555017,GNSM09,FL,PAS,07/25/2022,21,4DSD,HYUND,S,41030,37505,37510,0,69.0,69,0,668698,KS18,,0809A,00000,Kings,F,7901,FLATLANDS AVENUE,,0,408,d1,,Y,0800A,0930A,WH,,0,,0,,No Parking Street Cleaning,,,
1486850388,JCJ3308,NY,PAS,06/16/2022,46,SDN,BMW,P,73690,26630,55330,20230408,67.0,67,67,950632,0067,0.0,1232A,,K,F,674,ROGERS AVE,,0,408,F1,,BBBBBBB,ALL,ALL,BR,0.0,2008,-,0,,,,,
4784750290,JHA1626,NY,PAS,06/28/2022,36,SUBN,ME/BE,V,10610,40404,40404,0,,0,0,0,,,0543P,,BK,,,SB 7TH AVE @ 92ND ST,,0,1180,B,T,,,,BK,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
2007104260,HHD5682,OH,PAS,07/18/2022,21,SUBN,ACURA,S,72820,73420,76950,0,43.0,43,0,0,BX09,,1207P,00000,Bronx,O,1131,WARD AVENUE,,0,408,d1,,Y  Y,1130A,0100P,GY,,0,,0,,No Parking Street Cleaning,,,
4784736748,JSE1155,NY,PAS,06/28/2022,36,4DSD,SUBAR,V,0,0,0,0,,0,0,0,,,0404P,,QN,,,WB N CONDUIT AVE @ S,PRINGFIELD BLVD,0,1180,B,T,,,,BK,,2020,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4785879531,KPB1157,NY,PAS,07/07/2022,36,4DSD,BMW,V,0,0,0,0,,0,0,0,,,0858A,,MN,,,SB AMSTERDAM AVE @ W,147TH ST,0,1180,B,T,,,,GY,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4785893230,GXY1247,NY,PAS,07/07/2022,36,SUBN,PORSC,V,0,0,0,0,,0,0,0,,,1034A,,ST,,,WB HYLAN BLVD @ LUTE,N AVE,0,1180,B,T,,,,BK,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4784944072,HGF7835,NY,PAS,06/29/2022,36,4DSD,MAZDA,V,0,0,0,0,,0,0,0,,,0516P,,QN,,,NB CROSS BAY BLVD @,SUTTER AVE,0,1180,B,T,,,,WH,,2011,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4024851706,LSL3889,PA,PAS,06/26/2022,5,SW,CHEVR,V,0,0,0,0,,0,0,0,,,0819P,,BX,,,NB WEBSTER AVE @ E 1,70TH ST,0,1111,C,T,,,,,,2010,,0,,BUS LANE VIOLATION,,,
4785831819,LHD8485,PA,PAS,07/01/2022,36,SDN,VOLKS,V,0,0,0,0,,0,0,0,,,0751P,,BK,,,WB ATLANTIC AVE @ PR,ESCOTT PL,0,1180,B,T,,,,,,2020,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1485675935,JBN1217,NY,PAS,06/13/2022,17,SDN,SMART,O,14590,22995,45290,20220731,5.0,5,0,0,0MSC,0.0,0205P,,NY,F,100,CENTRE ST,,0,408,C4,,YYYYYBB,0700A,0700P,WH,0.0,2013,-,0,,,,,
4785361359,GRH3169,NY,PAS,07/01/2022,36,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,1113A,,QN,,,WB HORACE HARDING EX,PWY @ SPRINGFIELD BL,0,1180,B,T,,,,BK,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4024554761,KJY6576,NY,PAS,06/11/2022,5,SUBN,DODGE,V,0,0,0,0,,0,0,0,,,0718P,,QN,,,SB MAIN ST @ 37TH AV,E,0,1111,C,T,,,,BK,,2011,,0,,BUS LANE VIOLATION,,,
4785926235,KDN3221,NY,PAS,07/07/2022,36,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0201P,,ST,,,SB KELLY BLVD @ NOME,AVE,0,1180,B,T,,,,WH,,2010,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4785891506,KHM7094,NY,PAS,07/07/2022,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,1023A,,QN,,,WB GRAND CENTRAL PKW,Y @ CHEVY CHASE ST,0,1180,B,T,,,,GY,,2020,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4786032918,HXN1156,NY,PAS,07/08/2022,36,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,1107A,,BX,,,EB E GUN HILL RD @ T,IEMANN AVE,0,1180,B,T,,,,BK,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4785695754,HRS6985,NY,PAS,06/30/2022,36,SUBN,ACURA,V,0,40404,40404,0,,0,0,0,,,0820P,,BK,,,WB AVE H @ TROY AVE,,0,1180,B,T,,,,GY,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4784891924,HGA2660,NY,PAS,06/29/2022,36,4DSD,PORSC,V,0,0,0,0,,0,0,0,,,1059A,,ST,,,WB GOETHALS RD N @ J,ULES DR,0,1180,B,T,,,,BK,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4785802856,KVN1285,NY,PAS,07/01/2022,36,SUBN,ACURA,V,0,0,0,0,,0,0,0,,,1137A,,QN,,,WB N CONDUIT AVE @ S,PRINGFIELD BLVD,0,1180,B,T,,,,BK,,2006,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
2007049077,JGH7769,NY,PAS,07/19/2022,21,4DSD,MAZDA,S,9620,22920,40320,0,49.0,49,0,695292,BX11,,0742A,00000,Bronx,F,740,ASTOR AVENUE,,0,408,d1,,,0730A,0800A,GY,,0,,0,,No Parking Street Cleaning,,,
4786032979,JJB2412,NY,PAS,07/08/2022,36,SUBN,VOLVO,V,0,0,0,0,,0,0,0,,,1107A,,BK,,,SB BAY PKWY @ 86TH S,T,0,1180,B,T,,,,BK,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4785835321,KTL3750,NY,PAS,07/01/2022,36,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0912P,,BK,,,SB KINGS HWY @ NEW Y,ORK AVE,0,1180,B,T,,,,GY,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4784710334,GZR7906,NY,PAS,06/28/2022,36,SUBN,SUBAR,V,0,0,0,0,,0,0,0,,,0112P,,BX,,,SB CITY ISLAND AVE @,CAROLL ST,0,1180,B,T,,,,WH,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1484339733,KJX4352,NY,PAS,06/30/2022,98,SDN,HYUND,P,36790,8640,47990,20221113,108.0,108,108,969254,0108,0.0,0715A,,Q,F,35-03,BRADLEY,,0,408,F2,,BBBBBBB,ALL,ALL,WHITE,0.0,2014,-,0,,,,,
4024932172,GXG2923,NY,PAS,07/01/2022,5,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0954A,,BK,,,NB ROGERS AVE @ ERAS,MUS ST,0,1111,C,T,,,,WH,,2005,,0,,BUS LANE VIOLATION,,,
1486548374,HYK694,VT,PAS,06/16/2022,74,SDN,TOYOT,P,69530,80830,35110,0,70.0,70,70,954348,0070,0.0,1115A,,K,O,148,PARKSIDE AVE,,0,408,E5,,BBBBBBB,ALL,ALL,BLUE,0.0,0,-,0,,,,,
4784704644,KEL8864,NY,PAS,06/28/2022,36,2DSD,FORD,V,0,0,0,0,,0,0,0,,,1231P,,BX,,,SB COMMERCE AVE @ GL,EASON AVE,0,1180,B,T,,,,RD,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1486740390,J33MZF,NJ,PAS,06/08/2022,19,SDN,ME/BE,P,44530,28730,85630,0,84.0,84,84,938534,0084,0.0,0845P,,K,F,257,GOLD ST,,0,408,C3,,BBBBBBB,ALL,ALL,BK,0.0,0,-,0,,,,,
4785919310,JKB5007,NY,PAS,07/07/2022,36,4DSD,INFIN,V,0,0,0,0,,0,0,0,,,0117P,,QN,,,WB N CONDUIT AVE @ S,PRINGFIELD BLVD,0,1180,B,T,,,,BK,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
2006475666,KPD6169,NY,PAS,07/12/2022,21,SUBN,FORD,S,60920,27870,73520,20230810,52.0,52,0,668049,BX07,,1229P,00000,Bronx,O,3325,RESERVOIR OVAL WEST,,0,408,d1,,Y  Y,1130A,0100P,GY,,2018,,0,,No Parking Street Cleaning,,,
4785995750,K23GYU,NJ,PAS,07/08/2022,36,UT,HONDA,V,0,0,0,0,,0,0,0,,,0628A,,QN,,,WB ROCKAWAY BLVD @ L,INCOLN ST,0,1180,B,T,,,,,,2006,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4785694580,KXB6678,NY,PAS,06/30/2022,36,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,0750P,,ST,,,NB DECKER AVE @ HAGA,MAN PL,0,1180,B,T,,,,BK,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4786033790,KDC7103,NY,PAS,07/08/2022,36,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,1113A,,QN,,,SB FRANCIS LEWIS BLV,D @ 128TH AVE,0,1180,B,T,,,,GY,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4786479469,JRV5916,NY,PAS,07/11/2022,36,4DSD,HYUND,V,0,0,0,0,,0,0,0,,,0725P,,BK,,,NB OCEAN AVE @ GRAVE,SEND NECK RD,0,1180,B,T,,,,WH,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
2000731030,HUR4424,NY,PAS,07/18/2022,20,SUBN,BMW,S,34150,10610,10810,20231227,10.0,10,0,582928,MNBO,,0824A,00000,NY,F,231,WEST 19 STREET,,0,408,d,,YYYYY,0800A,0600P,GY,,2013,,0,,No Parking,,,
4784732391,HDY8347,NY,PAS,06/28/2022,36,PICK,RAM,V,0,0,0,0,,0,0,0,,,0315P,,QN,,,WB ELIOT AVE @ 63RD,ST,0,1180,B,T,,,,RD,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4786019094,HZF2530,NY,PAS,07/08/2022,36,4DSD,BMW,V,0,0,0,0,,0,0,0,,,0927A,,QN,,,WB LINDEN BLVD @ AMB,ER ST,0,1180,B,T,,,,GL,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
2007030111,JRV6999,NY,PAS,07/19/2022,21,4DSD,HONDA,S,25530,50930,75130,20240622,81.0,81,0,0,KN03,,0917A,00000,Kings,F,342,CHAUNCEY STREET,,0,408,d1,,Y  Y,0900A,1030A,GY,,2016,,0,,No Parking Street Cleaning,,,
1487727940,KDW2079,NY,PAS,06/11/2022,68,SUBN,VOLVO,K,13820,0,0,20220630,84.0,84,4,160596,0004,0.0,0922A,0900A,K,F,,BROOKLYN BRIDGE PK,145 BRIDGE PK DR,0,408,D,,BBBBBBB,ALL,ALL,GY,0.0,2020,-,0,,,,,
4785547297,JGA8115,NY,PAS,07/05/2022,36,SUBN,BMW,V,0,0,0,0,,0,0,0,,,0640A,,BK,,,WB N. CONDUIT BLVD @,76TH ST,0,1180,B,T,,,,TN,,2010,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4785812631,KVV3140,NY,PAS,07/01/2022,36,CONV,BMW,V,0,0,0,0,,0,0,0,,,0212P,,ST,,,SB WILLOW RD W @ FOR,EST AVE,0,1180,B,T,,,,GY,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
